0,0
0.3048,0
0.6096,0
0.9144,0
1.2192,0
1.524,0
1.8288,0
2.1336,0
2.4384,0
2.7432,0
3.048,0
3.3528,0
3.6576,0
3.9624,0
4.2672,0
4.572,0
4.8768,0
5.1816,0
5.4864,0
5.7912,0
6.096,0
6.4008,0
6.7056,0
7.0104,0
7.3152,0
7.62,0
7.9248,0
8.2296,0
8.5344,0
8.8392,0
9.144,0
9.4488,0
9.7536,0
10.0584,0
10.3632,0
10.668,0
10.9728,0
11.2776,0
11.5824,0
11.8872,0
12.192,0
12.4968,0
12.8016,0
13.1064,0
13.4112,0
13.716,0
14.0208,0
14.3256,0
14.6304,0
14.9352,0
15.24,0
0,0.3048
0.3048,0.3048
0.6096,0.3048
0.9144,0.3048
1.2192,0.3048
1.524,0.3048
1.8288,0.3048
2.1336,0.3048
2.4384,0.3048
2.7432,0.3048
3.048,0.3048
3.3528,0.3048
3.6576,0.3048
3.9624,0.3048
4.2672,0.3048
4.572,0.3048
4.8768,0.3048
5.1816,0.3048
5.4864,0.3048
5.7912,0.3048
6.096,0.3048
6.4008,0.3048
6.7056,0.3048
7.0104,0.3048
7.3152,0.3048
7.62,0.3048
7.9248,0.3048
8.2296,0.3048
8.5344,0.3048
8.8392,0.3048
9.144,0.3048
9.4488,0.3048
9.7536,0.3048
10.0584,0.3048
10.3632,0.3048
10.668,0.3048
10.9728,0.3048
11.2776,0.3048
11.5824,0.3048
11.8872,0.3048
12.192,0.3048
12.4968,0.3048
12.8016,0.3048
13.1064,0.3048
13.4112,0.3048
13.716,0.3048
14.0208,0.3048
14.3256,0.3048
14.6304,0.3048
14.9352,0.3048
15.24,0.3048
0,0.6096
0.3048,0.6096
0.6096,0.6096
0.9144,0.6096
1.2192,0.6096
1.524,0.6096
1.8288,0.6096
2.1336,0.6096
2.4384,0.6096
2.7432,0.6096
3.048,0.6096
3.3528,0.6096
3.6576,0.6096
3.9624,0.6096
4.2672,0.6096
4.572,0.6096
4.8768,0.6096
5.1816,0.6096
5.4864,0.6096
5.7912,0.6096
6.096,0.6096
6.4008,0.6096
6.7056,0.6096
7.0104,0.6096
7.3152,0.6096
7.62,0.6096
7.9248,0.6096
8.2296,0.6096
8.5344,0.6096
8.8392,0.6096
9.144,0.6096
9.4488,0.6096
9.7536,0.6096
10.0584,0.6096
10.3632,0.6096
10.668,0.6096
10.9728,0.6096
11.2776,0.6096
11.5824,0.6096
11.8872,0.6096
12.192,0.6096
12.4968,0.6096
12.8016,0.6096
13.1064,0.6096
13.4112,0.6096
13.716,0.6096
14.0208,0.6096
14.3256,0.6096
14.6304,0.6096
14.9352,0.6096
15.24,0.6096
0,0.9144
0.3048,0.9144
0.6096,0.9144
0.9144,0.9144
1.2192,0.9144
1.524,0.9144
1.8288,0.9144
2.1336,0.9144
2.4384,0.9144
2.7432,0.9144
3.048,0.9144
3.3528,0.9144
3.6576,0.9144
3.9624,0.9144
4.2672,0.9144
4.572,0.9144
4.8768,0.9144
5.1816,0.9144
5.4864,0.9144
5.7912,0.9144
6.096,0.9144
6.4008,0.9144
6.7056,0.9144
7.0104,0.9144
7.3152,0.9144
7.62,0.9144
7.9248,0.9144
8.2296,0.9144
8.5344,0.9144
8.8392,0.9144
9.144,0.9144
9.4488,0.9144
9.7536,0.9144
10.0584,0.9144
10.3632,0.9144
10.668,0.9144
10.9728,0.9144
11.2776,0.9144
11.5824,0.9144
11.8872,0.9144
12.192,0.9144
12.4968,0.9144
12.8016,0.9144
13.1064,0.9144
13.4112,0.9144
13.716,0.9144
14.0208,0.9144
14.3256,0.9144
14.6304,0.9144
14.9352,0.9144
15.24,0.9144
0,1.2192
0.3048,1.2192
0.6096,1.2192
0.9144,1.2192
1.2192,1.2192
1.524,1.2192
1.8288,1.2192
2.1336,1.2192
2.4384,1.2192
2.7432,1.2192
3.048,1.2192
3.3528,1.2192
3.6576,1.2192
3.9624,1.2192
4.2672,1.2192
4.572,1.2192
4.8768,1.2192
5.1816,1.2192
5.4864,1.2192
5.7912,1.2192
6.096,1.2192
6.4008,1.2192
6.7056,1.2192
7.0104,1.2192
7.3152,1.2192
7.62,1.2192
7.9248,1.2192
8.2296,1.2192
8.5344,1.2192
8.8392,1.2192
9.144,1.2192
9.4488,1.2192
